TreeDepth,Offset,Name
0,0x8f870ad4ac80,\\Windows\\System32\\catroot2\\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\\catdb.jfm
0,0x8f870ad4ae10,\\CMApi
0,0x8f870ad4b130,\\Windows\\System32\\wcmsvc.dll
0,0x8f870ad4b2c0,\\CMNotify
0,0x8f870ad4b450,\\CMNotify
0,0x8f870ad4b5e0,"\\incoming_size=0,outgoing_size=0"
0,0x8f870ad4b770,\\TermSrv_API_service
0,0x8f870ad4ba90,\\Windows\\System32
0,0x8f870ad4bdb0,\\Windows\\System32\\catroot2\\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\\catdb
0,0x8f870ad4c0d0,\\CMNotify
0,0x8f870ad4c260,\\$Directory
0,0x8f870ad4c3f0,\\ProgramData\\Microsoft\\Windows\\wfp\\wfpdiag.etl
0,0x8f870ad4c580,\\SwDevice
0,0x8f870ad4ca30,\\Windows\\System32\\wmsgapi.dll
0,0x8f870ad4cbc0,"\\incoming_size=0,outgoing_size=0"
0,0x8f870ad4cee0,\\Windows\\System32\\vss_ps.dll
0,0x8f870ad4d200,\\Windows\\System32\\en-US\\svchost.exe.mui
0,0x8f870ad4d520,\\Windows\\System32\\certprop.dll
0,0x8f870ad4d6b0,\\CMNotify
0,0x8f870ad4d9d0,\\Windows\\System32\\CSystemEventsBrokerClient.dll
0,0x8f870ad4db60,\\Windows\\System32\\svchost.exe
0,0x8f870ad4dcf0,\\Windows\\System32\\en-US\\vsstrace.dll.mui
0,0x8f870ad4e1a0,\\Windows\\System32\\samlib.dll
0,0x8f870ad4e330,\\CMNotify
0,0x8f870ad4e4c0,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Kernel-Power%4Thermal-Operational.evtx
0,0x8f870ad4e7e0,\\Windows\\Tasks
0,0x8f870ad4e970,\\Windows\\System32\\en-US\\KernelBase.dll.mui
0,0x8f870ad4ee20,\\Windows\\System32\\TimeBrokerClient.dll
0,0x8f870ae6b100,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-WebAuthN%4Operational.evtx
0,0x8f870ae6b290,\\CMApi
0,0x8f870ae6b5b0,\\Windows\\Sysmon64.exe
0,0x8f870ae6b740,\\Windows\\System32\\dsparse.dll
0,0x8f870ae6b8d0,\\Windows\\System32\\webauthn.dll
0,0x8f870ae6ba60,\\CMNotify
0,0x8f870ae6bbf0,\\Windows\\SysWOW64\\dbghelp.dll
0,0x8f870ae6bd80,\\Windows\\System32\\rasadhlp.dll
0,0x8f870ae6c3c0,\\CMApi
0,0x8f870ae6c550,\\Windows\\System32\\MPSSVC.dll
0,0x8f870ae6c6e0,\\Windows\\System32\\wkssvc.dll
0,0x8f870ae6c870,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Kernel-Boot%4Operational.evtx
0,0x8f870ae6cb90,\\Windows\\System32\\FirewallAPI.dll
0,0x8f870ae6cd20,\\Windows\\System32\\en-US\\FirewallAPI.dll.mui
0,0x8f870ae6d4f0,\\CMNotify
0,0x8f870ae6d680,\\Windows\\System32\\WPTaskScheduler.dll
0,0x8f870ae6d810,\\$Directory
0,0x8f870ae6d9a0,\\Windows\\System32\\wbem\\WMIsvc.dll
0,0x8f870ae6db30,\\CMNotify
0,0x8f870ae6dcc0,\\Windows\\System32\\en-US\\certprop.dll.mui
0,0x8f870ae6de50,\\Windows\\System32\\netprofmsvc.dll
0,0x8f870ae6e170,\\Windows\\System32\\wbemcomn.dll
0,0x8f870ae6e620,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Ntfs%4Operational.evtx
0,0x8f870ae6e7b0,\\Windows\\System32\\catsrvut.dll
0,0x8f870ae6e940,\\Windows\\System32\\iphlpsvc.dll
0,0x8f870ae6ead0,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Partition%4Diagnostic.evtx
0,0x8f870ae6ec60,\\Windows\\System32\\wbem\\MOF
0,0x8f870ae6f110,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Ntfs%4WHC.evtx
0,0x8f870ae6f750,\\Windows\\System32\\es.dll
0,0x8f870ae6f8e0,\\Windows\\System32\\stdole2.tlb
0,0x8f870ae6fa70,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Kernel-IO%4Operational.evtx
0,0x8f870ae6fc00,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Hyper-V-Guest-Drivers%4Admin.evtx
0,0x8f870ae6fd90,\\Endpoint
0,0x8f870ae700b0,\\Windows\\System32\\en-US\\netprofmsvc.dll.mui
0,0x8f870ae70240,\\Endpoint
0,0x8f870ae70560,\\Endpoint
0,0x8f870ae706f0,\\Program Files (x86)\\Mozilla Firefox\\freebl3.dll
0,0x8f870ae70a10,\\CMNotify
0,0x8f870ae70ba0,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-RemoteDesktopServices-RdpCoreTS%4Operational.evtx
0,0x8f870ae70ec0,\\Windows\\System32\\npmproxy.dll
0,0x8f870ae711e0,\\Windows\\WinSxS\\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.17763.737_none_05b6437c071e554b
0,0x8f870ae71370,\\Winsock2\\CatalogChangeListener-540-0
0,0x8f870ae71500,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Kernel-WHEA%4Errors.evtx
0,0x8f870ae71690,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-TerminalServices-RemoteConnectionManager%4Admin.evtx
0,0x8f870ae71820,\\Windows\\System32\\httpprxm.dll
0,0x8f870ae71b40,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-AAD%4Operational.evtx
0,0x8f870ae71cd0,\\Windows\\System32\\NetSetupApi.dll
0,0x8f870ae71e60,\\Endpoint
0,0x8f870ae72180,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-AppModel-Runtime%4Admin.evtx
0,0x8f870ae72310,\\Windows\\SysWOW64\\devobj.dll
0,0x8f870ae724a0,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-VolumeSnapshot-Driver%4Operational.evtx
0,0x8f870ae72630,\\CMNotify
0,0x8f870ae727c0,\\Windows\\System32\\en-US\\wldap32.dll.mui
0,0x8f870ae72950,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Time-Service%4Operational.evtx
0,0x8f870ae72c70,\\Windows\\System32\\ProximityCommonPal.dll
0,0x8f870ae72e00,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-TerminalServices-RemoteConnectionManager%4Operational.evtx
0,0x8f870ae73120,\\Windows\\System32\\ProximityServicePal.dll
0,0x8f870ae732b0,\\$Directory
0,0x8f870ae73440,\\Windows\\System32\\adhsvc.dll
0,0x8f870ae735d0,\\Program Files\\Wireshark\\libwiretap.dll
0,0x8f870ae73760,\\CMApi
0,0x8f870ae738f0,\\Windows\\System32\\mfcsubs.dll
0,0x8f870ae73a80,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-TerminalServices-LocalSessionManager%4Admin.evtx
0,0x8f870ae73c10,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-TerminalServices-LocalSessionManager%4Operational.evtx
0,0x8f870ae73da0,\\Windows\\System32\\ProximityService.dll
0,0x8f870ae740c0,\\Windows\\System32\\SettingSyncCore.dll
0,0x8f870ae74250,\\Windows\\System32\\fwpolicyiomgr.dll
0,0x8f870ae743e0,\\Windows\\System32\\ProximityCommon.dll
0,0x8f870ae74570,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-CodeIntegrity%4Operational.evtx
0,0x8f870ae74890,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-RemoteDesktopServices-RdpCoreTS%4Admin.evtx
0,0x8f870ae74bb0,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Crypto-DPAPI%4BackUpKeySvc.evtx
0,0x8f870ae74d40,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Winlogon%4Operational.evtx
0,0x8f870ae751f0,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Kernel-WHEA%4Operational.evtx
0,0x8f870ae75510,\\Dev\\Query
0,0x8f870ae756a0,\\Endpoint
0,0x8f870ae75830,\\wkssvc
0,0x8f870ae759c0,\\Windows\\System32\\en-US\\netlogon.dll.mui
0,0x8f870ae75b50,\\Windows\\debug\\netlogon.log
0,0x8f870ae76190,\\Windows\\System32\\wcmcsp.dll
0,0x8f870ae76320,\\Windows\\System32\\dsreg.dll
0,0x8f870ae764b0,\\Endpoint
0,0x8f870ae76640,\\Dev\\Query
0,0x8f870ae76960,\\Windows\\en-US\\explorer.exe.mui
0,0x8f870ae76af0,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Crypto-DPAPI%4Operational.evtx
0,0x8f870ae76c80,\\Dev\\Query
0,0x8f870ae77130,\\Dev\\Query
0,0x8f870ae772c0,\\Endpoint
0,0x8f870ae77450,\\Program Files\\Wireshark\\zlib-ng2.dll
0,0x8f870ae77770,\\Windows\\System32\\cmintegrator.dll
0,0x8f870ae77900,\\Endpoint
0,0x8f870ae77a90,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-WinINet-Config%4ProxyConfigChanged.evtx
0,0x8f870ae77c20,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx
0,0x8f870ae77db0,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-GroupPolicy%4Operational.evtx
0,0x8f870ae78260,\\Windows\\System32\\DismApi.dll
0,0x8f870ae78710,\\$Directory
0,0x8f870ae788a0,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Dhcp-Client%4Admin.evtx
0,0x8f870ae78a30,\\Windows\\System32\\SessEnv.dll
0,0x8f870ae78bc0,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-SMBClient%4Operational.evtx
0,0x8f870ae78d50,\\Windows\\System32\\diagtrack.dll
0,0x8f870ae78ee0,\\Windows\\System32\\AppXDeploymentClient.dll
0,0x8f870ae79200,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Win32k%4Operational.evtx
0,0x8f870ae79390,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-User Profile Service%4Operational.evtx
0,0x8f870ae79840,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Containers-Wcifs%4Operational.evtx
0,0x8f870ae799d0,\\Windows\\System32\\winsqlite3.dll
0,0x8f870ae79cf0,\\CMApi
0,0x8f870ae79e80,\\Windows\\System32\\svchost.exe
0,0x8f870ae7a1a0,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-NCSI%4Operational.evtx
0,0x8f870ae7a4c0,\\Endpoint
0,0x8f870ae7a650,\\Winsock2\\CatalogChangeListener-260-0
0,0x8f870ae7a7e0,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Dhcpv6-Client%4Admin.evtx
0,0x8f870ae7a970,\\Endpoint
0,0x8f870ae7ae20,\\Windows\\System32
0,0x8f870aea32a0,\\Windows\\System32\\drivers\\winquic.sys
0,0x8f870aea5c50,\\Windows\\System32\\drivers\\http.sys
0,0x8f870aea8320,\\Windows\\System32\\LogFiles\\WMI\\RtBackup\\EtwRTWFP-IPsec Diagnostics.etl
0,0x8f870aea9180,\\Windows\\System32\\drivers\\srv2.sys
0,0x8f870aeaa430,\\Windows\\System32\\drivers\\PEAuth.sys
0,0x8f870aeaab60,\\Windows\\System32\\drivers\\srvnet.sys
0,0x8f870af39100,\\CMNotify
0,0x8f870af39290,\\Windows\\System32\\en-US\\KernelBase.dll.mui
0,0x8f870af39420,\\Windows\\System32\\version.dll
0,0x8f870af39740,\\SessEnvPublicRpc
0,0x8f870af398d0,\\SessEnvPublicRpc
0,0x8f870af39bf0,\\CMNotify
0,0x8f870af39d80,\\gecko.4588.4528.8814662418108370097
0,0x8f870af3a0a0,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-SmbClient%4Security.evtx
0,0x8f870af3a230,\\gecko.4588.4528.8814662418108370097
0,0x8f870af3a550,\\SessEnvPublicRpc
0,0x8f870af3a870,\\Windows\\System32\\en-US\\iphlpsvc.dll.mui
0,0x8f870af3aa00,\\Windows\\Fonts\\times.ttf
0,0x8f870af3ab90,\\Program Files (x86)\\Mozilla Firefox\\firefox.exe
0,0x8f870af3ad20,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-TaskScheduler%4Maintenance.evtx
0,0x8f870af3aeb0,\\Windows\\System32\\rdvvmtransport.dll
0,0x8f870af3b1d0,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Wcmsvc%4Operational.evtx
0,0x8f870af3b360,\\CMApi
0,0x8f870af3b4f0,\\Program Files (x86)\\Mozilla Firefox\\firefox.exe
0,0x8f870af3b680,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-SmbClient%4Audit.evtx
0,0x8f870af3b810,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-SmbClient%4Connectivity.evtx
0,0x8f870af3bb30,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-TaskScheduler%4Operational.evtx
0,0x8f870af3bcc0,\\Windows\\System32\\usermgrcli.dll
0,0x8f870af3be50,\\Windows\\System32\\en-US\\crypt32.dll.mui
0,0x8f870af3c300,\\Windows\\System32\\ualapi.dll
0,0x8f870af3c490,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-User Device Registration%4Admin.evtx
0,0x8f870af3c7b0,\\Program Files\\SplunkUniversalForwarder\\bin\\splunkd.exe
0,0x8f870af3c940,\\Windows\\System32\\esent.dll
0,0x8f870af3cad0,\\gecko.4588.4528.17931740917153899989
0,0x8f870af3cc60,\\Windows\\System32\\en-US\\spoolsv.exe.mui
0,0x8f870af3cdf0,\\Windows\\System32\\WSHTCPIP.DLL
0,0x8f870af3d430,\\Windows\\System32\\usermgr.dll
0,0x8f870af3d5c0,\\Windows\\System32
0,0x8f870af3d750,\\Endpoint
0,0x8f870af3da70,\\Windows\\System32\\ncryptprov.dll
0,0x8f870af3dc00,\\Windows\\System32\\ntdsapi.dll
0,0x8f870af3dd90,\\$Directory
0,0x8f870af3e0b0,\\AsyncConnectHlp
0,0x8f870af3e240,\\Windows\\System32\\spoolsv.exe
0,0x8f870af3e560,\\Windows\\System32\\en-US\\lsm.dll.mui
0,0x8f870af3e6f0,\\gecko.4588.4528.17931740917153899989
0,0x8f870af3e880,\\Windows\\System32\\Windows.Security.Authentication.OnlineId.dll
0,0x8f870af3ea10,\\Windows\\System32\\en-US\\wldap32.dll.mui
0,0x8f870af3eba0,\\Windows\\System32\\adhapi.dll
0,0x8f870af3ed30,\\Windows\\System32\\winrnr.dll
0,0x8f870af3eec0,\\Windows\\System32\\wship6.dll
0,0x8f870af3f1e0,\\Endpoint
0,0x8f870af3f370,\\Windows\\System32\\webio.dll
0,0x8f870af3f500,\\Windows\\System32\\keyiso.dll
0,0x8f870af3f690,\\Windows\\System32\\winnlsres.dll
0,0x8f870af3f820,\\Windows\\System32\\en-US\\winnlsres.dll.mui
0,0x8f870af3f9b0,\\Program Files (x86)\\Mozilla Firefox\\firefox.exe
0,0x8f870af3fb40,\\AsyncConnectHlp
0,0x8f870af3fcd0,\\Windows\\System32\\en-US\\mswsock.dll.mui
0,0x8f870af40310,\\Windows\\System32\\svchost.exe
0,0x8f870af404a0,\\Windows\\System32\\en-US\\combase.dll.mui
0,0x8f870af40630,\\Windows\\System32\\normidna.nls
0,0x8f870af40950,\\Endpoint
0,0x8f870af40ae0,\\CMApi
0,0x8f870af40c70,\\Windows\\System32\\cryptsvc.dll
0,0x8f870af40e00,\\Windows\\System32\\en-US\\svchost.exe.mui
0,0x8f870af41120,\\Windows\\System32\\cryptcatsvc.dll
0,0x8f870af415d0,\\Windows\\System32\\crypttpmeksvc.dll
0,0x8f870af41760,\\Windows\\System32\\CatRoot
0,0x8f870af418f0,\\Endpoint
0,0x8f870af41a80,\\Windows\\System32\\Windows.Graphics.dll
0,0x8f870af41c10,\\spoolss
0,0x8f870af41da0,\\Windows\\System32\\en-US\\sppsvc.exe.mui
0,0x8f870af420c0,\\spoolss
0,0x8f870af42250,\\spoolss
0,0x8f870af423e0,\\Endpoint
0,0x8f870af42570,\\$Directory
0,0x8f870af42700,\\Windows\\System32\\wlms\\wlms.exe
0,0x8f870af42890,\\Windows\\System32\\weretw.dll
0,0x8f870af42bb0,\\srvsvc
0,0x8f870af42d40,\\$Directory
0,0x8f870af42ed0,\\AsyncConnectHlp
0,0x8f870af431f0,\\Windows\\Sysmon64.exe
0,0x8f870af43380,\\Winsock2\\CatalogChangeListener-508-0
0,0x8f870af43510,\\Windows\\System32\\en-US\\wldap32.dll.mui
0,0x8f870af436a0,\\Windows\\System32\\en-US\\mswsock.dll.mui
0,0x8f870af43830,\\CMApi
0,0x8f870af439c0,\\Windows\\System32
0,0x8f870af43b50,\\Windows\\System32\\wshbth.dll
0,0x8f870af43ce0,\\Windows\\System32\\en-US\\vsstrace.dll.mui
0,0x8f870af43e70,\\Windows\\System32\\wbem\\wbemprox.dll
0,0x8f870af44320,\\Windows\\System32\\en-US\\vsstrace.dll.mui
0,0x8f870af444b0,\\Windows\\System32\\NapiNSP.dll
0,0x8f870af44640,\\Windows\\System32\\en-US\\netmsg.dll.mui
0,0x8f870af44960,\\$ConvertToNonresident
0,0x8f870af44c80,\\Endpoint
0,0x8f870af44e10,\\Windows\\System32\\StateRepository.Core.dll
0,0x8f870af45130,\\Windows\\System32\\windowsperformancerecordercontrol.dll
0,0x8f870af452c0,\\Endpoint
0,0x8f870af45450,\\Windows\\System32\\UserMgrProxy.dll
0,0x8f870af455e0,\\Endpoint
0,0x8f870af45c20,\\Windows\\System32\\sysmain.dll
0,0x8f870af45db0,\\Windows\\System32\\WsmSvc.dll
0,0x8f870af46260,\\Windows\\WinSxS\\amd64_microsoft.windows.common-controls_6595b64144ccf1df_5.82.17763.737_none_10e1b4046430be2e\\comctl32.dll
0,0x8f870af463f0,\\CMApi
0,0x8f870af46580,\\Windows\\System32
0,0x8f870af468a0,\\Windows\\System32\\srvsvc.dll
0,0x8f870af46bc0,\\Windows\\WinSxS\\amd64_microsoft.windows.common-controls_6595b64144ccf1df_5.82.17763.737_none_10e1b4046430be2e
0,0x8f870af47390,\\Windows\\System32\\mpr.dll
0,0x8f870af47520,\\Windows\\System32\\wpnservice.dll
0,0x8f870af476b0,\\Windows\\System32\\CertPolEng.dll
0,0x8f870af479d0,\\Windows\\System32\\dbgcore.dll
0,0x8f870af47e80,\\Windows\\System32\\wuceffects.dll
0,0x8f870af484c0,\\Windows\\System32\\dbghelp.dll
0,0x8f870af48650,\\Windows\\System32\\trkwks.dll
0,0x8f870af487e0,\\$Directory
0,0x8f870af48b00,\\SwDevice
0,0x8f870afa9ea0,\\Windows\\System32\\drivers\\tcpipreg.sys
0,0x8f870b024100,\\Windows\\System32\\wfapigp.dll
0,0x8f870b024290,\\Program Files\\SplunkUniversalForwarder\\bin\\libxml2.dll
0,0x8f870b024420,\\Windows\\System32\\pcwum.dll
0,0x8f870b0245b0,\\trkwks
0,0x8f870b024740,\\trkwks
0,0x8f870b0248d0,\\Windows\\System32\\smartscreenps.dll
0,0x8f870b024a60,\\Program Files\\SplunkUniversalForwarder\\bin\\ssleay32.dll
0,0x8f870b024bf0,\\Windows\\System32\\AcLayers.dll
0,0x8f870b024d80,\\Windows\\System32\\wmidcom.dll
0,0x8f870b0250a0,\\CMApi
0,0x8f870b025550,\\Windows\\System32\\sscoreext.dll
0,0x8f870b0256e0,\\Windows\\System32\\wcmapi.dll
0,0x8f870b025870,\\CMNotify
0,0x8f870b025a00,\\trkwks
0,0x8f870b025b90,\\Windows\\System32\\sscore.dll
0,0x8f870b025d20,\\Windows\\System32\\spool\\drivers\\x64\\PCC
0,0x8f870b025eb0,\\Windows\\System32
0,0x8f870b0261d0,\\Windows\\System32\\miutils.dll
0,0x8f870b026360,\\Windows\\System32\\mi.dll
0,0x8f870b0264f0,\\$Directory
0,0x8f870b026810,\\$Extend\\$ObjId
0,0x8f870b0269a0,\\Windows\\System32\\spool\\drivers\\x64\\PCC
0,0x8f870b026b30,\\System Volume Information\\tracking.log
0,0x8f870b026cc0,\\$Extend\\$ObjId:$O:$INDEX_ALLOCATION
0,0x8f870b027170,\\Windows\\System32\\spool\\drivers\\x64\\PCC
0,0x8f870b027490,\\Windows\\System32\\pnpts.dll
0,0x8f870b027620,\\Windows\\System32\\wbem\\wbemcore.dll
0,0x8f870b0277b0,\\Program Files\\SplunkUniversalForwarder\\bin\\libxmlsec-openssl.dll
0,0x8f870b027df0,\\ProgramData\\Microsoft\\Diagnosis\\EventStore.db
0,0x8f870b028110,\\Program Files\\SplunkUniversalForwarder\\bin\\archive.dll
0,0x8f870b0282a0,\\Program Files\\SplunkUniversalForwarder\\bin\\libxslt.dll
0,0x8f870b028430,\\Windows\\System32\\clusapi.dll
0,0x8f870b0285c0,\\Windows\\System32\\wbem\\esscli.dll
0,0x8f870b028750,\\Program Files\\SplunkUniversalForwarder\\bin\\libeay32.dll
0,0x8f870b028a70,\\Windows\\System32\\sppsvc.exe
0,0x8f870b028d90,\\ProgramData\\Microsoft\\Diagnosis\\EventStore.db-wal
0,0x8f870b0290b0,\\Program Files\\SplunkUniversalForwarder\\bin\\libxmlsec.dll
0,0x8f870b0293d0,\\Windows\\System32\\resutils.dll
0,0x8f870b029560,\\Program Files\\SplunkUniversalForwarder\\bin\\vcruntime140.dll
0,0x8f870b029a10,\\Windows\\System32\\wbem\\fastprox.dll
0,0x8f870b029ba0,\\ProgramData\\Microsoft\\Diagnosis\\EventStore.db-shm
0,0x8f870b029d30,\\Program Files\\SplunkUniversalForwarder\\bin\\msvcp140.dll
0,0x8f870b029ec0,\\Windows\\System32\\dps.dll
0,0x8f870b02a1e0,\\Windows\\System32\\wpncore.dll
0,0x8f870b02a370,\\Windows\\System32\\wdi.dll
0,0x8f870b02a820,\\$Directory
0,0x8f870b02ab40,\\Windows\\System32\\msdtc.exe
0,0x8f870b02acd0,\\Windows\\Fonts\\StaticCache.dat
0,0x8f870b02b180,\\Windows\\System32\\FlightSettings.dll
0,0x8f870b02b310,\\$Directory
0,0x8f870b02b4a0,\\Windows\\System32\\wbem\\wbemsvc.dll
0,0x8f870b02b7c0,\\Windows\\System32\\msdtctm.dll
0,0x8f870b02bc70,\\Windows
0,0x8f870b02be00,\\CMApi
0,0x8f870b02c120,\\Windows\\System32\\en-US\\mswsock.dll.mui
0,0x8f870b02c2b0,\\CMNotify
0,0x8f870b02c5d0,\\Windows\\System32\\cdp.dll
0,0x8f870b02c760,\\$Directory
0,0x8f870b02c8f0,\\Program Files\\AccessData\\FTK Imager\\boost_filesystem-vc140-mt-1_59.dll
0,0x8f870b02ca80,\\Windows\\System32\\taskhostw.exe
0,0x8f870b02cc10,\\ProgramData\\Microsoft\\Diagnosis\\ScenariosSqlStore\\EventStore.db
0,0x8f870b02d0c0,\\$Directory
0,0x8f870b02d250,\\ProgramData\\Microsoft\\Diagnosis\\ScenariosSqlStore\\EventStore.db-wal
0,0x8f870b02d3e0,\\ProgramData\\Microsoft\\Diagnosis\\ScenariosSqlStore\\EventStore.db-shm
0,0x8f870b02d700,\\Endpoint
0,0x8f870b02d890,\\Windows\\System32\\xolehlp.dll
0,0x8f870b02da20,\\Windows\\System32\\comres.dll
0,0x8f870b02dbb0,\\Windows\\System32\\wbem\\repdrvfs.dll
0,0x8f870b02dd40,\\Windows\\System32\\msdtcVSp1res.dll
0,0x8f870b02ded0,\\Windows\\System32\\mtxoci.dll
0,0x8f870b02e1f0,\\Windows\\System32\\wbem\\Repository\\MAPPING1.MAP
0,0x8f870b02e380,\\CMNotify
0,0x8f870b02e510,\\Windows\\System32\\wbem\\wmiutils.dll
0,0x8f870b02e6a0,\\Endpoint
0,0x8f870b02e830,\\Windows\\System32\\mshtml.dll
0,0x8f870b02e9c0,\\Windows\\System32\\wbem\\Repository\\MAPPING2.MAP
0,0x8f870b02eb50,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-NetworkProfile%4Operational.evtx
0,0x8f870b02ece0,\\CMNotify
0,0x8f870b02f190,\\Windows\\System32\\msdtcprx.dll
0,0x8f870b02f4b0,\\Windows\\System32\\msdtclog.dll
0,0x8f870b02f640,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-UniversalTelemetryClient%4Operational.evtx
0,0x8f870b02f7d0,\\Windows\\System32\\mtxclu.dll
0,0x8f870b02f960,\\Windows\\System32\\ktmw32.dll
0,0x8f870b02faf0,\\CMNotify
0,0x8f870b02fc80,\\Windows\\System32\\httpapi.dll
0,0x8f870b02fe10,\\CMNotify
0,0x8f870b030130,\\srvsvc
0,0x8f870b030450,\\$Directory
0,0x8f870b0305e0,\\Windows\\System32\\en-US\\msdtc.exe.mui
0,0x8f870b030770,\\CMApi
0,0x8f870b030c20,\\Windows\\System32\\en-US\\msdtcVSp1res.dll.mui
0,0x8f870b0310d0,\\ProgramData\\Microsoft\\Windows\\AppRepository\\StateRepository-Machine.srd
0,0x8f870b0313f0,\\Windows\\System32\\ualsvc.dll
0,0x8f870b031580,\\Windows\\System32\\en-US\\ESENT.dll.mui
0,0x8f870b0318a0,\\$Directory
0,0x8f870b031a30,\\Windows\\System32\\en-US\\KernelBase.dll.mui
0,0x8f870b031d50,\\ProgramData\\Microsoft\\Windows\\AppRepository\\StateRepository-Machine.srd-wal
0,0x8f870b031ee0,\\Windows\\System32\\wbem\\Repository\\MAPPING3.MAP
0,0x8f870b032200,\\Windows\\System32\\wbem\\Repository\\OBJECTS.DATA
0,0x8f870b032390,\\Windows\\System32\\wbem\\Repository\\INDEX.BTR
0,0x8f870b032520,\\
0,0x8f870b0326b0,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-SMBServer%4Operational.evtx
0,0x8f870b032840,\\Windows\\System32\\MsDtc\\Trace\\dtctrace.log
0,0x8f870b0329d0,\\Windows\\System32\\en-US\\mshtml.dll.mui
0,0x8f870b032cf0,\\Endpoint
0,0x8f870b032e80,\\Windows\\System32\\MsDtc\\MSDTC.LOG
0,0x8f870b033330,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-SMBServer%4Security.evtx
0,0x8f870b0334c0,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-SMBServer%4Audit.evtx
0,0x8f870b033650,\\CMApi
0,0x8f870b0337e0,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-SMBServer%4Connectivity.evtx
0,0x8f870b033970,\\Endpoint
0,0x8f870b033c90,\\Windows\\System32\\sppwinob.dll
0,0x8f870b033e20,\\Windows\\System32\\WaaSMedicPS.dll
0,0x8f870b0867b0,\\
0,0x8f870b08a6f0,\\$ConvertToNonresident
0,0x8f870b08bb10,\\Windows\\System32\\LogFiles\\WMI\\RtBackup\\EtwRTDiagtrack-Listener.etl
0,0x8f870b08c0d0,\\Windows\\System32\\drivers\\condrv.sys
0,0x8f870b08d380,\\Windows\\System32\\LogFiles\\WMI\\RtBackup\\EtwRTSYSMON TRACE.etl
0,0x8f870b08eed0,\\Windows\\System32\\LogFiles\\WMI\\RtBackup\\EtwRTSysmonDnsEtwSession.etl
0,0x8f870b17d470,\\Windows\\System32\\atlthunk.dll
0,0x8f870b17d600,\\Windows\\System32\\en-US\\Conhost.exe.mui
0,0x8f870b17d790,\\Endpoint
0,0x8f870b17d920,\\Windows\\System32\\appinfoext.dll
0,0x8f870b17dab0,\\Windows\\System32\\Clipc.dll
0,0x8f870b17ddd0,\\Windows\\System32\\LogFiles\\Sum\\Svc.log
